,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
9393,THOMPBE01,1984,Bernard,Thompson,POR,N,59,9.07,3.34,0.63,0.66,1.29,0.88,0.53,0.17,0.59,1.34,3.59,1.34,0.86,0.66,0.14,0.0
9394,THOMPLA01,1984,Lasalle,Thompson,KCK,N,82,29.98,11.77,3.34,7.07,10.41,1.59,1.2,1.56,2.46,4.0,8.48,4.5,3.84,2.77,0.0,0.0
9395,THOMPMY01,1984,Mychal,Thompson,POR,N,79,33.11,18.37,2.67,5.15,7.82,2.59,0.99,1.32,2.92,2.73,14.06,7.24,5.68,3.89,0.0,0.0
9396,THOMPPA01,1984,Paul,Thompson,TOT,N,49,19.22,9.24,1.16,2.06,3.22,1.59,1.14,0.51,1.16,2.43,9.37,3.86,1.78,1.41,0.61,0.12
9397,THOMPPA01,1984,Paul,Thompson,MIL,N,16,14.19,6.62,1.31,1.31,2.62,1.25,0.94,0.31,0.94,2.62,6.56,2.56,2.12,1.5,0.44,0.0
9398,THOMPPA01,1984,Paul,Thompson,CLE,N,33,21.67,10.52,1.09,2.42,3.52,1.76,1.24,0.61,1.27,2.33,10.73,4.48,1.61,1.36,0.7,0.18
9399,THORPOT01,1984,Otis,Thorpe,KCK,N,82,23.39,12.83,2.28,4.5,6.78,1.35,0.41,0.45,2.28,3.12,8.35,5.01,4.52,2.8,0.02,0.0
9400,THREASE01,1984,Sedale,Threatt,PHI,N,82,15.9,5.44,0.26,0.95,1.21,2.13,0.98,0.2,1.21,2.09,5.07,2.29,1.1,0.8,0.27,0.05
9401,TONEYAN01,1984,Andrew,Toney,PHI,N,70,31.96,17.79,0.5,2.03,2.53,5.19,0.93,0.34,3.2,3.01,13.06,6.43,5.07,4.37,1.5,0.56
9402,TOWNELI01,1984,Linton,Townes,SAS,N,1,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0
9403,TRIPUKE01,1984,Kelly,Tripucka,DET,N,55,30.45,19.07,1.2,2.76,3.96,2.45,0.89,0.25,2.15,2.15,15.11,7.2,5.24,4.64,0.09,0.04
9404,TUCKETR01,1984,Trent,Tucker,NYK,N,77,23.62,8.48,0.96,1.48,2.44,2.58,0.97,0.19,0.83,2.53,7.87,3.81,0.62,0.49,0.94,0.38
9405,TURNEEL01,1984,Elston,Turner,DEN,N,81,18.41,5.11,1.09,1.58,2.67,1.95,1.19,0.09,0.86,1.88,4.79,2.23,0.8,0.63,0.07,0.01
9406,TURNEJE01,1984,Jeff,Turner,NJN,N,72,19.85,5.85,1.22,1.81,3.03,1.5,0.4,0.1,1.25,3.38,5.24,2.38,1.28,1.1,0.04,0.0
9407,TURPIME01,1984,Mel,Turpin,CLE,N,79,24.67,10.57,1.96,3.76,5.72,0.46,0.48,1.1,1.49,2.67,9.0,4.59,1.76,1.38,0.0,0.0
9408,TYLERTE01,1984,Terry,Tyler,DET,N,82,24.44,11.59,1.8,3.35,5.16,0.77,0.6,1.1,0.93,2.34,10.43,5.15,1.8,1.29,0.1,0.0
9409,VALENDA01,1984,Darnell,Valentine,POR,N,75,30.37,11.63,0.72,2.2,2.92,6.96,1.91,0.07,2.59,2.52,9.05,4.28,3.87,3.07,0.03,0.0
9410,VANDEKI01,1984,Kiki,Vandeweghe,POR,N,72,34.75,22.44,1.03,2.14,3.17,1.47,0.51,0.31,1.61,1.61,16.08,8.58,5.72,5.12,0.46,0.15
9411,VERHOPE01,1984,Peter,Verhoeven,KCK,N,54,6.78,2.28,0.52,0.65,1.17,0.31,0.28,0.13,0.37,1.57,2.0,0.94,0.46,0.39,0.0,0.0
9412,VINCEJA01,1984,Jay,Vincent,DAL,N,79,32.19,18.24,2.34,6.57,8.91,2.14,0.61,0.28,2.15,2.86,14.41,6.9,5.32,4.44,0.05,0.0
9413,VRANEDA01,1984,Danny,Vranes,SEA,N,76,28.46,5.79,2.03,3.71,5.74,2.0,1.0,0.75,1.57,3.37,5.29,2.45,1.67,0.88,0.05,0.01
9414,WAITEGR01,1984,Granville,Waiters,IND,N,62,11.34,3.21,0.92,1.82,2.74,0.48,0.26,0.71,0.89,1.73,3.06,1.37,0.81,0.47,0.02,0.0
9415,WALKEDA01,1984,Darrell,Walker,NYK,N,82,30.35,13.45,1.56,1.83,3.39,4.98,2.04,0.26,2.49,2.98,12.06,5.24,4.23,2.96,0.21,0.0
9416,WALTOBI01,1984,Bill,Walton,LAC,N,67,24.58,10.09,2.51,6.45,8.96,2.33,0.75,2.09,2.6,2.75,7.7,4.01,3.03,2.06,0.03,0.0
9417,WARRIBR01,1984,Bryan,Warrick,LAC,N,58,12.29,3.71,0.17,0.83,1.0,2.64,0.4,0.1,1.21,1.47,2.98,1.47,0.98,0.76,0.07,0.02
9418,WEDMASC01,1984,Scott,Wedman,BOS,N,78,14.45,6.4,0.73,1.31,2.04,1.21,0.29,0.13,0.6,1.42,5.9,2.82,0.71,0.54,0.44,0.22
9419,WESTMA01,1984,Mark,West,TOT,N,66,13.45,3.86,1.36,2.44,3.8,0.23,0.2,0.74,0.89,2.98,2.94,1.61,1.32,0.65,0.02,0.0
9420,WESTMA01,1984,Mark,West,MIL,N,1,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0
9421,WESTMA01,1984,Mark,West,CLE,N,65,13.57,3.89,1.37,2.48,3.85,0.23,0.2,0.74,0.88,2.97,2.97,1.63,1.31,0.63,0.02,0.0
9422,WHATLEN01,1984,Ennis,Whatley,CHI,N,70,19.79,4.99,0.49,0.96,1.44,5.44,0.94,0.14,2.06,2.01,4.47,2.0,1.23,0.97,0.13,0.01
9423,WHITEJE01,1984,Jerome,Whitehead,GSW,N,79,32.1,12.99,2.77,5.1,7.87,0.67,0.57,0.54,1.78,4.08,10.44,5.33,2.97,2.33,0.0,0.0
9424,WHITERO01,1984,Rory,White,LAC,N,80,13.82,4.72,1.18,1.26,2.44,0.42,0.44,0.25,1.09,1.44,3.49,1.8,1.62,1.12,0.0,0.0
9425,WHITEWI01,1984,Willie,White,DEN,N,39,6.0,3.31,0.38,0.54,0.92,0.74,0.13,0.05,0.77,0.62,3.18,1.33,0.79,0.54,0.28,0.1
9426,WIGGIMI01,1984,Mitchell,Wiggins,HOU,N,82,19.21,9.0,1.34,1.52,2.87,1.45,1.01,0.16,1.1,2.38,8.01,3.88,1.6,1.17,0.28,0.07
9427,WILKEJA01,1984,Jamaal,Wilkes,LAL,N,42,18.12,8.26,0.83,1.4,2.24,0.98,0.45,0.07,1.17,1.55,7.21,3.52,1.57,1.21,0.02,0.0
9428,WILKIDA01,1984,Dale,Wilkinson,TOT,N,12,3.75,1.17,0.08,0.25,0.33,0.17,0.0,0.0,0.33,0.83,1.33,0.33,0.58,0.5,0.08,0.0
9429,WILKIDA01,1984,Dale,Wilkinson,DET,N,2,3.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9430,WILKIDA01,1984,Dale,Wilkinson,LAC,N,10,3.8,1.4,0.1,0.2,0.3,0.2,0.0,0.0,0.4,0.8,1.4,0.4,0.7,0.6,0.1,0.0
9431,WILKIDO01,1984,Dominique,Wilkins,ATL,N,81,37.32,27.37,2.79,4.09,6.88,2.47,1.67,0.67,2.78,2.1,23.35,10.53,7.44,6.0,1.0,0.31
9432,WILKIED01,1984,Eddielee,Wilkins,NYK,N,54,16.98,5.52,1.59,3.26,4.85,0.3,0.39,0.3,1.19,2.87,4.31,2.15,2.26,1.22,0.04,0.0
9433,WILKIJE01,1984,Jeff,Wilkins,UTA,N,79,19.05,7.99,0.99,3.65,4.63,1.03,0.44,0.23,1.15,2.19,7.37,3.61,1.01,0.77,0.01,0.0
9434,WILLIBU01,1984,Buck,Williams,NJN,N,82,38.8,18.18,3.94,8.32,12.26,2.04,0.77,1.34,2.9,3.57,13.28,7.04,6.56,4.1,0.05,0.01
9435,WILLIGU01,1984,Gus,Williams,WA1,N,79,37.47,19.97,0.91,1.56,2.47,7.7,2.25,0.41,2.7,2.01,18.77,8.08,4.38,3.18,2.23,0.65
9436,WILLIGU02,1984,Guy,Williams,WA1,N,21,5.67,2.9,0.71,0.57,1.29,0.43,0.24,0.1,0.38,0.81,3.0,1.38,0.24,0.1,0.19,0.05
9437,WILLIHE01,1984,Herb,Williams,IND,N,75,34.09,18.33,2.05,6.4,8.45,3.36,0.72,1.79,3.53,2.91,16.15,7.67,4.55,2.99,0.12,0.01
9438,WILLIKE01,1984,Kevin,Willis,ATL,N,82,21.77,9.33,2.16,4.21,6.37,0.44,0.38,0.6,1.27,2.76,8.41,3.93,2.21,1.45,0.11,0.02
9439,WILLIKE02,1984,Kevin,Williams,CLE,N,46,8.98,3.54,0.41,0.96,1.37,1.33,0.48,0.09,1.07,1.87,2.91,1.26,1.39,1.02,0.11,0.0
9440,WILLIRA01,1984,Ray,Williams,BOS,N,23,19.96,6.39,0.7,1.78,2.48,3.91,1.3,0.22,1.83,2.43,6.22,2.39,2.0,1.35,1.0,0.26
9441,WILLISA02,1984,Samuel,Williams,PHI,N,46,10.61,3.13,0.83,1.48,2.3,0.24,0.57,0.57,0.96,2.0,3.22,1.26,1.02,0.61,0.02,0.0
9442,WILLISL01,1984,Sly,Williams,ATL,N,34,25.5,12.26,1.32,3.62,4.94,2.76,0.82,0.24,2.29,2.44,11.18,4.91,3.62,2.32,0.44,0.12
9443,WILSOMI01,1984,Mike,Wilson,TOT,N,19,14.05,5.21,0.74,0.89,1.63,1.84,0.74,0.26,1.05,1.11,4.05,1.89,1.89,1.42,0.0,0.0
9444,WILSOMI01,1984,Mike,Wilson,NJN,N,8,11.5,2.75,0.5,1.12,1.62,1.38,0.5,0.25,0.62,0.88,2.88,1.12,0.75,0.5,0.0,0.0
9445,WILSOMI01,1984,Mike,Wilson,CLE,N,11,15.91,7.0,0.91,0.73,1.64,2.18,0.91,0.27,1.36,1.27,4.91,2.45,2.73,2.09,0.0,0.0
9446,WILSOOT01,1984,Othell,Wilson,GSW,N,74,17.03,4.39,0.47,1.3,1.77,2.93,1.04,0.16,1.28,1.65,3.93,1.81,1.03,0.73,0.22,0.04
9447,WITTMRA01,1984,Randy,Wittman,ATL,N,41,28.49,9.9,0.39,1.39,1.78,3.05,0.68,0.17,1.39,1.41,8.59,4.56,1.0,0.73,0.17,0.05
9448,WOODAL01,1984,Al,Wood,SEA,N,80,31.81,15.04,1.24,2.25,3.49,2.95,1.05,0.65,1.5,2.34,13.26,6.44,2.68,2.08,0.41,0.09
9449,WOODLE01,1984,Leon,Wood,PHI,N,38,7.08,3.21,0.08,0.39,0.47,1.18,0.21,0.0,0.66,0.45,3.53,1.32,0.68,0.47,0.79,0.11
9450,WOODSMI01,1984,Mike,Woodson,KCK,N,78,25.62,17.04,0.88,1.65,2.54,1.83,1.5,0.36,1.78,2.77,13.69,6.79,4.23,3.38,0.27,0.06
9451,WOOLROR01,1984,Orlando,Woolridge,CHI,N,77,36.57,22.95,2.05,3.6,5.65,1.75,0.75,0.49,2.31,2.4,15.91,8.82,6.77,5.31,0.06,0.0
9452,WORTHJA01,1984,James,Worthy,LAL,N,80,33.7,17.62,2.11,4.28,6.39,2.51,1.09,0.84,2.48,2.45,13.32,7.62,3.06,2.38,0.09,0.0
9453,YOUNGDA01,1984,Danny,Young,SEA,N,3,8.67,1.33,0.0,1.0,1.0,0.67,1.0,0.0,0.67,0.67,3.33,0.67,0.0,0.0,0.33,0.0
9454,YOUNGMI01,1984,Michael,Young,PHO,N,2,5.5,2.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.5,0.0
9455,ABDULKA01,1985,Kareem,Abdul-jabbar,LAL,N,79,33.28,23.37,1.68,4.37,6.05,3.54,0.85,1.65,2.57,3.14,16.94,9.56,5.56,4.25,0.03,0.0
9456,ADAMSAL01,1985,Alvan,Adams,PHO,N,78,25.71,10.78,1.9,4.22,6.12,4.15,1.32,0.59,2.64,3.49,8.71,4.37,2.6,2.04,0.03,0.0
9457,ADAMSMI01,1985,Michael,Adams,SAC,N,18,7.72,2.22,0.11,0.22,0.33,1.22,0.5,0.06,0.61,0.5,2.44,0.89,0.67,0.44,0.17,0.0
9458,AGUIRMA01,1985,Mark,Aguirre,DAL,N,74,33.8,22.57,2.39,3.62,6.01,4.58,0.84,0.19,3.41,3.09,17.93,9.03,6.09,4.3,0.76,0.22
9459,AINGEDA01,1985,Danny,Ainge,BOS,N,80,30.09,10.69,0.59,2.35,2.94,5.06,1.18,0.09,1.61,2.55,8.76,4.41,1.7,1.54,0.91,0.32
9460,ANDERRO01,1985,Ron,Anderson,CLE,N,17,12.18,5.06,0.29,1.24,1.53,0.47,0.06,0.0,4.47,1.18,4.35,2.18,0.94,0.71,0.06,0.0
9461,ANDERRO01,1985,Ron,Anderson,IND,N,60,24.48,10.35,2.08,2.05,4.13,2.27,0.92,0.1,0.1,1.75,9.23,4.55,1.85,1.22,0.13,0.03
9462,ANDERRO01,1985,Ron,Anderson,TOT,N,77,21.77,9.18,1.69,1.87,3.56,1.87,0.73,0.08,1.06,1.62,8.16,4.03,1.65,1.1,0.12,0.03
9463,BAGLEJO01,1985,John,Bagley,CLE,N,78,31.69,11.68,0.97,2.55,3.53,9.42,1.56,0.13,3.06,2.12,11.09,4.69,2.76,2.18,0.47,0.12
9464,BAILEJA01,1985,James,Bailey,NYK,N,48,25.94,11.1,2.12,4.83,6.96,1.04,0.69,0.83,2.06,4.31,9.23,4.21,3.48,2.69,0.08,0.0
9465,BAILETH01,1985,Thurl,Bailey,UTA,N,82,28.76,14.59,1.8,4.21,6.01,1.87,0.51,1.39,1.76,1.95,13.13,5.89,3.38,2.8,0.09,0.0
9466,BALLAGR01,1985,Greg,Ballard,GSW,N,75,23.89,8.83,1.76,3.8,5.56,1.11,0.87,0.11,0.72,2.32,7.6,3.63,1.68,1.35,0.47,0.23
9467,BANKSGE01,1985,Gene,Banks,CHI,N,82,26.09,10.91,2.17,2.22,4.39,3.06,0.99,0.12,1.7,2.59,8.39,4.34,3.11,2.23,0.23,0.0
9468,BANNIKE01,1985,Ken,Bannister,NYK,N,70,20.07,8.59,1.27,3.33,4.6,0.6,0.6,0.34,1.84,2.97,6.84,3.36,3.56,1.87,0.01,0.0
9469,BARKLCH01,1985,Charles,Barkley,PHI,N,80,36.9,20.04,4.42,8.4,12.82,3.9,2.16,1.56,4.38,4.16,13.01,7.44,7.22,4.95,0.94,0.21
9470,BATTLJO01,1985,John,Battle,ATL,N,64,9.98,4.33,0.19,0.78,0.97,1.16,0.36,0.05,0.73,1.25,3.47,1.58,1.61,1.17,0.11,0.0
9471,BENJABE01,1985,Benoit,Benjamin,LAC,N,79,26.43,11.11,2.04,5.56,7.59,1.0,0.81,2.61,1.84,3.62,8.37,4.1,3.89,2.9,0.04,0.01
9472,BENSOKE01,1985,Kent,Benson,DET,N,72,18.67,6.51,1.64,3.58,5.22,1.11,0.81,0.71,0.81,2.72,5.76,2.79,1.15,0.92,0.03,0.01
9473,BIRDLA01,1985,Larry,Bird,BOS,N,82,37.96,25.79,2.32,7.5,9.82,6.79,2.02,0.62,3.24,2.22,19.59,9.71,6.0,5.38,2.37,1.0
9474,BIRDSOT01,1985,Otis,Birdsong,NJN,N,77,31.1,15.77,1.14,1.48,2.62,3.39,1.1,0.22,2.32,2.96,13.71,7.04,2.73,1.58,0.29,0.1
9475,BLABUW01,1985,Uwe,Blab,DAL,N,48,8.52,2.58,0.52,1.38,1.9,0.35,0.06,0.25,0.58,1.35,1.96,0.92,1.4,0.75,0.0,0.0
9476,BLACKRO01,1985,Rolando,Blackman,DAL,N,82,33.99,21.49,1.07,2.48,3.55,3.3,0.96,0.3,2.3,1.68,16.07,8.26,5.89,4.93,0.35,0.05
9477,BOLMA01,1985,Manute,Bol,WA1,N,80,26.12,3.72,1.54,4.42,5.96,0.29,0.35,4.96,0.81,3.19,3.48,1.6,1.08,0.52,0.01,0.0
9478,BOWIESA01,1985,Sam,Bowie,POR,N,38,29.79,11.79,2.45,6.16,8.61,2.61,0.55,2.53,2.32,3.74,9.08,4.39,4.24,3.0,0.0,0.0
9479,BRADLDU01,1985,Dudley,Bradley,WA1,N,70,12.03,2.79,0.34,1.01,1.36,1.53,1.21,0.04,0.63,1.44,2.99,1.04,0.8,0.46,0.97,0.24
9480,BRATZMI01,1985,Mike,Bratz,SAC,N,33,8.15,2.12,0.06,0.64,0.7,1.18,0.39,0.0,0.52,1.3,2.12,0.79,0.55,0.42,0.42,0.12
9481,BREUERA01,1985,Randy,Breuer,MIL,N,82,21.85,8.35,1.94,3.65,5.59,1.39,0.61,1.41,1.49,2.61,6.95,3.32,2.41,1.72,0.01,0.0
9482,BREWERO01,1985,Ron,Brewer,CHI,N,4,4.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,2.25,0.75,0.25,0.25,0.0,0.0
9483,BREWERO01,1985,Ron,Brewer,CLE,N,40,13.8,5.1,0.35,0.98,1.32,1.0,0.42,0.15,0.52,1.08,5.38,2.08,0.92,0.82,0.42,0.12
9484,BREWERO01,1985,Ron,Brewer,TOT,N,44,12.95,4.8,0.32,0.89,1.2,0.91,0.39,0.14,0.52,1.0,5.09,1.95,0.86,0.77,0.39,0.11
9485,BRICKFR01,1985,Frank,Brickowski,SEA,N,40,7.78,1.95,0.4,0.95,1.35,0.52,0.28,0.18,0.57,1.85,1.45,0.75,0.68,0.45,0.0,0.0
9486,BRIDGJU01,1985,Junior,Bridgeman,LAC,N,58,20.02,8.79,0.5,1.62,2.12,1.86,0.53,0.14,1.17,1.4,7.78,3.43,2.05,1.83,0.31,0.1
9487,BRITTMI01,1985,Mike,Brittain,SAS,N,32,6.84,1.69,0.31,1.22,1.53,0.16,0.09,0.38,0.62,1.69,1.34,0.69,0.59,0.31,0.0,0.0
9488,BROWNTO01,1985,Tony,Brown,CHI,N,10,13.2,4.5,0.5,1.1,1.6,1.4,0.5,0.1,0.4,1.6,4.1,1.8,1.3,0.9,0.2,0.0
9489,BRYANWA01,1985,Wallace,Bryant,LAC,N,8,8.0,1.62,1.0,1.5,2.5,0.5,0.25,0.38,0.25,1.5,2.25,0.5,1.0,0.62,0.0,0.0
9490,BRYANWA01,1985,Wallace,Bryant,DAL,N,9,17.11,3.11,1.0,2.67,3.67,1.22,0.33,0.22,0.78,2.89,3.33,1.22,1.22,0.67,0.0,0.0
9491,BRYANWA01,1985,Wallace,Bryant,TOT,N,17,12.82,2.41,1.0,2.12,3.12,0.88,0.29,0.29,0.53,2.24,2.82,0.88,1.12,0.65,0.0,0.0
9492,BUCKNQU01,1985,Quinn,Buckner,IND,N,32,13.09,3.66,0.28,1.31,1.59,2.69,1.25,0.09,1.72,2.5,3.25,1.53,0.84,0.59,0.03,0.0
9493,CAGEMI01,1985,Michael,Cage,LAC,N,78,20.08,6.68,2.15,3.19,5.35,1.04,0.79,0.44,1.36,2.26,5.46,2.62,2.23,1.45,0.04,0.0
9494,CAMPBTO01,1985,Tony,Campbell,DET,N,82,15.76,7.9,1.01,1.87,2.88,0.55,0.76,0.09,1.05,2.0,7.41,3.59,0.89,0.71,0.11,0.02
9495,CARLIRI01,1985,Rick,Carlisle,BOS,N,77,9.87,2.58,0.29,0.71,1.0,1.35,0.25,0.05,0.65,1.19,2.45,1.19,0.3,0.19,0.13,0.0
9496,CARRAN01,1985,Antoine,Carr,ATL,N,17,15.18,6.82,0.94,2.12,3.06,0.82,0.41,0.88,0.82,3.0,5.47,2.88,1.59,1.06,0.0,0.0
9497,CARRKE01,1985,Kenny,Carr,POR,N,55,28.31,11.15,2.65,6.29,8.95,1.27,0.69,0.55,1.93,3.69,8.47,4.22,3.95,2.71,0.07,0.0
9498,CARROJO01,1985,Joebarry,Carroll,GSW,N,79,35.46,21.23,2.44,6.04,8.48,2.23,1.28,1.82,3.48,3.51,17.77,8.23,6.34,4.77,0.03,0.0
9499,CARTEBU01,1985,Butch,Carter,NYK,N,5,6.2,1.0,0.4,0.2,0.6,0.6,0.2,0.0,1.2,1.2,1.6,0.4,0.2,0.2,0.2,0.0
9500,CARTEBU01,1985,Butch,Carter,PHI,N,4,9.0,3.75,0.0,0.25,0.25,0.25,0.0,0.0,0.25,2.0,4.0,1.25,1.5,1.25,0.0,0.0
9501,CARTEBU01,1985,Butch,Carter,TOT,N,9,7.44,2.22,0.22,0.22,0.44,0.44,0.11,0.0,0.78,1.56,2.67,0.78,0.78,0.67,0.11,0.0
9502,CARTWBI01,1985,Bill,Cartwright,NYK,N,2,18.0,6.0,1.0,4.0,5.0,2.5,0.5,0.5,3.0,3.0,3.5,1.5,5.0,3.0,0.0,0.0
9503,CATLETE01,1985,Terry,Catledge,PHI,N,64,17.06,7.72,1.67,2.58,4.25,0.33,0.48,0.12,1.08,1.98,6.73,3.16,2.17,1.41,0.06,0.0
9504,CATTABO01,1985,Bobby,Cattage,NJN,N,29,6.38,3.17,0.52,0.66,1.17,0.14,0.21,0.0,0.45,0.79,2.86,0.97,1.52,1.21,0.17,0.03
9505,CHAMBTO01,1985,Tom,Chambers,SEA,N,66,30.59,18.53,1.91,4.62,6.53,2.0,0.83,0.56,2.94,3.76,14.06,6.55,6.27,5.24,0.73,0.2
9506,CHARLLO01,1985,Lorenzo,Charles,ATL,N,36,7.58,3.39,0.36,0.72,1.08,0.22,0.06,0.17,0.5,1.03,2.44,1.36,1.0,0.67,0.0,0.0
9507,CHEEKMA01,1985,Maurice,Cheeks,PHI,N,82,39.88,15.44,0.67,2.2,2.87,9.18,2.52,0.33,2.9,1.95,11.13,5.98,4.09,3.44,0.21,0.05
9508,COFIEFR01,1985,Fred,Cofield,NYK,N,45,10.42,3.67,0.13,0.89,1.02,1.82,0.44,0.07,1.09,1.44,4.09,1.67,0.44,0.27,0.33,0.07
9509,COLTEST01,1985,Steve,Colter,POR,N,81,23.06,8.72,0.51,1.68,2.19,3.17,1.4,0.12,1.42,2.32,7.37,3.36,2.02,1.67,1.02,0.33
9510,CONNELE01,1985,Lester,Conner,GSW,N,36,11.47,4.0,0.69,1.03,1.72,1.19,0.67,0.03,0.42,0.64,3.78,1.42,1.5,1.11,0.19,0.06
9511,COOKDA01,1985,Darwin,Cook,NJN,N,79,24.87,7.96,0.65,1.59,2.24,4.94,1.97,0.28,1.67,2.18,7.94,3.38,1.41,1.06,0.67,0.14
9512,COOKEDA01,1985,David,Cooke,SAC,N,6,6.33,1.5,0.83,0.83,1.67,0.17,0.67,0.0,0.33,0.83,1.83,0.33,1.67,0.83,0.0,0.0
9513,COOKJE01,1985,Jeff,Cook,UTA,N,2,8.5,3.5,1.0,1.5,2.5,0.0,0.0,0.0,1.5,0.5,3.0,1.5,0.5,0.5,0.0,0.0
9514,COOKJE01,1985,Jeff,Cook,SAS,N,34,10.47,2.41,0.91,1.47,2.38,0.62,0.38,0.32,0.32,1.88,1.97,0.82,1.21,0.76,0.03,0.0
9515,COOKJE01,1985,Jeff,Cook,TOT,N,36,10.36,2.47,0.92,1.47,2.39,0.58,0.36,0.31,0.39,1.81,2.03,0.86,1.17,0.75,0.03,0.0
9516,COOPEMI01,1985,Michael,Cooper,LAL,N,82,27.67,9.24,0.54,2.44,2.98,5.68,1.09,0.52,1.84,2.9,7.39,3.34,2.07,1.79,1.99,0.77
9517,COOPEWA01,1985,Wayne,Cooper,DEN,N,78,27.08,13.09,2.44,5.38,7.82,1.04,0.54,2.91,1.5,4.04,11.62,5.41,2.81,2.23,0.09,0.04
9518,CORBITY01,1985,Tyrone,Corbin,SAS,N,16,10.88,4.0,0.69,0.88,1.56,0.69,0.69,0.12,0.75,1.31,4.0,1.69,0.88,0.62,0.06,0.0
9519,CORZIDA01,1985,Dave,Corzine,CHI,N,67,25.51,9.55,1.97,4.49,6.46,2.24,0.42,0.79,1.55,1.99,7.75,3.81,2.55,1.9,0.18,0.04
9520,CREVIRO01,1985,Ron,Crevier,GSW,N,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9521,CREVIRO01,1985,Ron,Crevier,DET,N,2,1.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9522,CREVIRO01,1985,Ron,Crevier,TOT,N,3,1.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.67,0.0,0.0,0.0
9523,CROSSJE01,1985,Jeff,Cross,LAC,N,21,6.1,1.24,0.43,1.0,1.43,0.05,0.1,0.14,0.29,1.81,1.14,0.29,1.19,0.67,0.0,0.0
9524,CUMMIPA01,1985,Pat,Cummings,NYK,N,31,32.48,15.71,2.97,6.06,9.03,1.52,0.87,0.39,2.81,4.39,13.16,6.29,4.48,3.13,0.06,0.0
9525,CUMMITE01,1985,Terry,Cummings,MIL,N,82,32.55,19.84,2.71,5.76,8.46,2.35,1.48,0.62,2.33,3.45,17.54,8.3,4.93,3.23,0.02,0.0
9526,CURETEA01,1985,Earl,Cureton,DET,N,80,25.21,8.59,2.48,3.82,6.3,1.71,0.72,0.72,1.88,2.99,7.05,3.56,2.64,1.46,0.02,0.0
9527,DAILEQU01,1985,Quintin,Dailey,CHI,N,35,20.66,16.26,0.57,1.37,1.94,1.91,0.63,0.14,1.91,2.46,13.43,5.8,5.66,4.66,0.23,0.0
9528,DANTLAD01,1985,Adrian,Dantley,UTA,N,76,36.11,29.83,2.34,2.86,5.2,3.47,0.84,0.05,3.04,2.71,19.12,10.76,10.47,8.29,0.14,0.01
9529,DAVISBR01,1985,Brad,Davis,DAL,N,82,24.04,9.32,0.32,1.46,1.78,5.7,0.7,0.18,1.34,2.12,6.12,3.26,2.78,2.41,1.09,0.39
9530,DAVISCH02,1985,Charlie,Davis,MIL,N,57,15.32,7.72,1.05,1.93,2.98,0.96,0.46,0.12,0.88,1.98,6.96,3.3,1.32,1.07,0.42,0.05
9531,DAVISJO01,1985,Johnny,Davis,ATL,N,27,14.89,5.33,0.07,0.63,0.7,4.15,0.48,0.0,1.41,1.19,3.96,1.7,2.19,1.89,0.07,0.04
9532,DAVISJO01,1985,Johnny,Davis,CLE,N,39,15.69,7.0,0.15,0.77,0.92,2.69,0.62,0.1,1.03,1.13,6.08,2.62,2.03,1.72,0.28,0.05
9533,DAVISJO01,1985,Johnny,Davis,TOT,N,66,15.36,6.32,0.12,0.71,0.83,3.29,0.56,0.06,1.18,1.15,5.21,2.24,2.09,1.79,0.2,0.05
9534,DAVISWA03,1985,Walter,Davis,PHO,N,70,31.99,21.76,0.77,2.13,2.9,5.16,1.41,0.04,3.13,2.19,18.39,8.91,4.36,3.67,1.09,0.26
9535,DAWKIDA01,1985,Darryl,Dawkins,NJN,N,51,23.67,15.25,1.67,3.25,4.92,1.51,0.31,1.16,2.43,4.45,8.65,5.57,5.82,4.12,0.02,0.0
9536,DAYEDA01,1985,Darren,Daye,WA1,N,64,16.8,8.69,1.11,1.75,2.86,1.7,0.72,0.17,1.53,1.89,6.23,3.09,3.7,2.48,0.05,0.02
9537,DONALJA01,1985,James,Donaldson,TOT,N,83,32.31,8.63,2.06,7.52,9.58,1.16,0.34,1.67,1.48,2.28,5.53,3.08,3.06,2.46,0.0,0.0
9538,DONALJA01,1985,James,Donaldson,LAC,N,14,31.5,10.21,2.0,7.36,9.36,0.86,0.36,2.07,2.71,2.36,6.0,3.07,5.0,4.07,0.0,0.0
