,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
2315,DISCHTE01,1963,Terry,Dischinger,BAL,N,80,35.2,20.78,0.0,0.0,8.34,1.96,0.0,0.0,0.0,4.01,15.21,7.55,7.31,5.68,0.0,0.0
2316,DUFFYBO02,1963,Bob,Duffy,DET,N,48,13.79,4.83,0.0,0.0,1.27,1.65,0.0,0.0,0.0,1.0,4.77,1.96,1.35,0.92,0.0,0.0
2317,EGANJO01,1963,Johnny,Egan,NYK,N,66,35.23,13.05,0.0,0.0,2.89,5.42,0.0,0.0,0.0,2.74,11.48,5.06,3.68,2.92,0.0,0.0
2318,ELLISLE01,1963,Leroy,Ellis,LAL,N,78,18.71,6.56,0.0,0.0,6.38,0.53,0.0,0.0,0.0,2.46,6.06,2.56,2.18,1.44,0.0,0.0
2319,EMBRYWA01,1963,Wayne,Embry,CIN,N,80,36.44,17.29,0.0,0.0,11.56,1.41,0.0,0.0,0.0,4.06,15.16,6.95,5.21,3.39,0.0,0.0
2320,FARMEMI01,1963,Mike,Farmer,STL,N,76,17.91,5.58,0.0,0.0,2.96,1.43,0.0,0.0,0.0,1.84,5.76,2.34,1.09,0.89,0.0,0.0
2321,FERRYBO01,1963,Bob,Ferry,DET,N,74,20.57,10.57,0.0,0.0,5.78,1.27,0.0,0.0,0.0,2.35,9.05,4.03,3.77,2.51,0.0,0.0
2322,GAMBEDA01,1963,Dave,Gambee,PHI,N,41,22.61,10.95,0.0,0.0,6.24,0.85,0.0,0.0,0.0,3.93,9.22,3.63,4.51,3.68,0.0,0.0
2323,GIBSOME01,1963,Mel,Gibson,LAL,N,9,5.89,1.44,0.0,0.0,0.44,0.67,0.0,0.0,0.0,1.11,2.22,0.67,0.22,0.11,0.0,0.0
2324,GOLATO01,1963,Tom,Gola,NYK,N,74,29.14,9.05,0.0,0.0,6.34,3.47,0.0,0.0,0.0,3.76,8.14,3.49,2.86,2.08,0.0,0.0
2325,GREENJE01,1963,Jerry,Greenspan,PHI,N,20,14.0,4.9,0.0,0.0,3.6,0.55,0.0,0.0,0.0,2.7,4.5,1.6,2.5,1.7,0.0,0.0
2326,GREENJO01,1963,Johnny,Green,NYK,N,80,26.68,14.49,0.0,0.0,9.99,1.96,0.0,0.0,0.0,3.08,12.82,6.02,4.9,2.44,0.0,0.0
2327,GREENSI01,1963,Si,Green,BAL,N,75,27.52,10.29,0.0,0.0,3.76,2.87,0.0,0.0,0.0,2.99,9.21,3.83,3.87,2.64,0.0,0.0
2328,GREERHA01,1963,Hal,Greer,PHI,N,80,39.46,23.31,0.0,0.0,6.05,4.68,0.0,0.0,0.0,3.64,20.14,8.94,6.56,5.44,0.0,0.0
2329,GUERIRI01,1963,Richie,Guerin,STL,N,80,29.58,13.11,0.0,0.0,3.2,4.69,0.0,0.0,0.0,3.45,10.58,4.39,5.3,4.34,0.0,0.0
2330,HAGANCL01,1963,Cliff,Hagan,STL,N,77,29.6,18.35,0.0,0.0,4.9,2.51,0.0,0.0,0.0,3.55,16.62,7.43,4.3,3.49,0.0,0.0
2331,HARDIRE01,1963,Reggie,Harding,DET,N,39,29.69,11.0,0.0,0.0,10.51,1.33,0.0,0.0,0.0,3.05,11.79,4.72,2.51,1.56,0.0,0.0
2332,HARDNCH01,1963,Charlie,Hardnett,BAL,N,66,9.35,4.52,0.0,0.0,3.8,0.41,0.0,0.0,0.0,1.73,3.94,1.62,1.89,1.27,0.0,0.0
2333,HARKNJE01,1963,Jerry,Harkness,NYK,N,5,11.8,5.8,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.8,6.0,2.6,1.6,0.6,0.0,0.0
2334,HAVLIJO01,1963,John,Havlicek,BOS,N,80,32.34,19.94,0.0,0.0,5.35,2.98,0.0,0.0,0.0,2.84,19.19,8.0,5.28,3.94,0.0,0.0
2335,HAWKITO01,1963,Tom,Hawkins,CIN,N,73,24.25,8.56,0.0,0.0,5.96,1.01,0.0,0.0,0.0,2.71,7.95,3.51,2.58,1.55,0.0,0.0
2336,HEINSTO01,1963,Tom,Heinsohn,BOS,N,76,26.84,16.54,0.0,0.0,6.05,2.41,0.0,0.0,0.0,3.53,16.09,6.41,4.5,3.72,0.0,0.0
2337,HEYMAAR01,1963,Art,Heyman,NYK,N,75,29.81,15.37,0.0,0.0,3.97,3.41,0.0,0.0,0.0,3.05,13.37,5.76,5.63,3.85,0.0,0.0
2338,HIGHTWA01,1963,Wayne,Hightower,SFW,N,79,32.1,13.24,0.0,0.0,7.16,1.68,0.0,0.0,0.0,3.41,12.94,4.97,4.16,3.29,0.0,0.0
2339,HILLGA01,1963,Gary,Hill,SFW,N,67,15.15,5.12,0.0,0.0,1.7,1.54,0.0,0.0,0.0,2.46,5.73,2.18,1.15,0.76,0.0,0.0
2340,HOGUEPA01,1963,Paul,Hogue,BAL,N,9,6.44,0.78,0.0,0.0,1.78,0.11,0.0,0.0,0.0,2.22,1.56,0.33,0.22,0.11,0.0,0.0
2341,HOGUEPA01,1963,Paul,Hogue,TOT,N,15,9.8,1.73,0.0,0.0,2.07,0.4,0.0,0.0,0.0,2.33,2.0,0.8,0.47,0.13,0.0,0.0
2342,HOGUEPA01,1963,Paul,Hogue,NYK,N,6,14.83,3.17,0.0,0.0,2.5,0.83,0.0,0.0,0.0,2.5,2.67,1.5,0.83,0.17,0.0,0.0
2343,HOOVETO01,1963,Tom,Hoover,NYK,N,59,16.75,4.83,0.0,0.0,5.61,0.61,0.0,0.0,0.0,3.14,4.19,1.73,2.24,1.37,0.0,0.0
2344,HOWELBA01,1963,Bailey,Howell,DET,N,77,35.06,21.64,0.0,0.0,10.08,2.66,0.0,0.0,0.0,3.77,16.45,7.77,7.55,6.1,0.0,0.0
2345,IMHOFDA01,1963,Darrall,Imhoff,DET,N,58,15.02,4.78,0.0,0.0,4.88,0.97,0.0,0.0,0.0,2.88,4.33,1.79,1.97,1.19,0.0,0.0
2346,JOHNSGU01,1963,Gus,Johnson,BAL,N,78,36.5,17.33,0.0,0.0,13.64,2.17,0.0,0.0,0.0,4.12,17.04,7.32,4.09,2.69,0.0,0.0
2347,JONESKC01,1963,K.c.,Jones,BOS,N,80,30.3,8.18,0.0,0.0,4.65,5.09,0.0,0.0,0.0,3.16,9.02,3.54,2.1,1.1,0.0,0.0
2348,JONESSA01,1963,Sam,Jones,BOS,N,76,31.33,19.38,0.0,0.0,4.59,2.66,0.0,0.0,0.0,2.53,17.88,8.05,4.18,3.28,0.0,0.0
2349,JONESWI02,1963,Willie,Jones,DET,N,77,19.99,8.18,0.0,0.0,3.29,2.23,0.0,0.0,0.0,2.74,8.83,3.44,1.83,1.3,0.0,0.0
2350,KERRJO01,1963,Johnny,Kerr,PHI,N,80,36.72,16.75,0.0,0.0,12.71,3.44,0.0,0.0,0.0,2.34,15.62,6.7,4.46,3.35,0.0,0.0
2351,KINGJI01,1963,Jim,King,LAL,N,60,12.7,3.9,0.0,0.0,1.88,1.83,0.0,0.0,0.0,1.65,3.3,1.4,1.68,1.1,0.0,0.0
2352,KOJISDO01,1963,Don,Kojis,BAL,N,78,14.72,6.26,0.0,0.0,3.96,0.73,0.0,0.0,0.0,1.58,6.21,2.6,1.87,1.05,0.0,0.0
2353,KREBSJI01,1963,Jim,Krebs,LAL,N,68,14.34,4.9,0.0,0.0,4.16,0.72,0.0,0.0,0.0,2.44,5.25,1.97,1.25,0.96,0.0,0.0
2354,LARUSRU01,1963,Rudy,Larusso,LAL,N,79,34.76,12.3,0.0,0.0,10.13,2.41,0.0,0.0,0.0,3.39,9.82,4.27,5.03,3.77,0.0,0.0
2355,LEEGE01,1963,George,Lee,SFW,N,54,9.67,3.24,0.0,0.0,1.8,0.46,0.0,0.0,0.0,1.24,3.13,1.19,1.31,0.87,0.0,0.0
2356,LOSCUJI01,1963,Jim,Loscutoff,BOS,N,53,8.51,2.45,0.0,0.0,2.47,0.47,0.0,0.0,0.0,1.7,3.43,1.06,0.58,0.34,0.0,0.0
2357,LOUGHKE01,1963,Kevin,Loughery,TOT,N,66,22.11,9.06,0.0,0.0,2.09,2.76,0.0,0.0,0.0,2.65,9.56,3.58,2.68,1.91,0.0,0.0
2358,LOUGHKE01,1963,Kevin,Loughery,BAL,N,65,22.42,9.2,0.0,0.0,2.12,2.8,0.0,0.0,0.0,2.66,9.65,3.62,2.72,1.94,0.0,0.0
2359,LOUGHKE01,1963,Kevin,Loughery,DET,N,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
2360,LOVELCL01,1963,Clyde,Lovellette,BOS,N,45,9.71,6.69,0.0,0.0,2.8,0.53,0.0,0.0,0.0,2.22,6.78,2.84,1.27,1.0,0.0,0.0
2361,LUCASJE01,1963,Jerry,Lucas,CIN,N,79,41.43,17.72,0.0,0.0,17.41,2.58,0.0,0.0,0.0,3.8,13.1,6.9,5.04,3.92,0.0,0.0
2362,MCCARJO01,1963,Johnny,Mccarthy,BOS,N,28,7.36,1.32,0.0,0.0,1.25,0.86,0.0,0.0,0.0,1.5,1.71,0.57,0.46,0.18,0.0,0.0
2363,MCGILBI01,1963,Bill,Mcgill,NYK,N,74,24.11,15.08,0.0,0.0,5.59,1.64,0.0,0.0,0.0,2.93,12.66,6.16,3.81,2.76,0.0,0.0
2364,MESCHTO01,1963,Tom,Meschery,SFW,N,80,30.28,13.49,0.0,0.0,7.65,1.86,0.0,0.0,0.0,3.6,11.89,5.45,3.69,2.59,0.0,0.0
2365,MILESED01,1963,Eddie,Miles,DET,N,60,13.52,5.4,0.0,0.0,1.58,0.97,0.0,0.0,0.0,1.53,6.18,2.18,1.45,1.03,0.0,0.0
2366,MORELJA01,1963,Jackie,Moreland,DET,N,78,22.82,9.08,0.0,0.0,5.19,1.55,0.0,0.0,0.0,3.44,8.19,3.49,2.69,2.1,0.0,0.0
2367,NAULLWI01,1963,Willie,Naulls,BOS,N,78,18.06,9.83,0.0,0.0,4.56,0.82,0.0,0.0,0.0,2.67,9.86,4.12,2.01,1.6,0.0,0.0
2368,NELSODO01,1963,Don,Nelson,LAL,N,80,17.58,5.24,0.0,0.0,4.04,0.95,0.0,0.0,0.0,2.26,4.04,1.69,2.51,1.86,0.0,0.0
2369,NEUMAPA01,1963,Paul,Neumann,PHI,N,74,26.66,11.59,0.0,0.0,3.32,3.93,0.0,0.0,0.0,2.85,9.89,4.38,3.59,2.84,0.0,0.0
2370,NORDMRO01,1963,Robert,Nordmann,STL,N,19,13.63,3.32,0.0,0.0,3.42,0.26,0.0,0.0,0.0,2.68,3.47,1.42,1.0,0.47,0.0,0.0
2371,OHLDO01,1963,Don,Ohl,DET,N,71,33.32,17.25,0.0,0.0,2.54,3.17,0.0,0.0,0.0,3.08,17.24,7.04,4.66,3.17,0.0,0.0
2372,OLSENEN01,1963,Enoch,Olsen,CIN,N,49,10.47,4.12,0.0,0.0,3.04,0.59,0.0,0.0,0.0,1.59,4.29,1.73,1.16,0.65,0.0,0.0
2373,PETERME01,1963,Mel,Peterson,BAL,N,2,1.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0
2374,PETTIBO01,1963,Bob,Pettit,STL,N,80,41.2,27.38,0.0,0.0,15.3,3.24,0.0,0.0,0.0,3.75,21.35,9.89,9.64,7.6,0.0,0.0
2375,PHILLGA01,1963,Gary,Phillips,SFW,N,66,30.45,9.97,0.0,0.0,3.76,3.08,0.0,0.0,0.0,3.71,10.47,3.88,3.3,2.21,0.0,0.0
2376,RAMSEFR01,1963,Frank,Ramsey,BOS,N,75,16.36,8.64,0.0,0.0,2.97,1.08,0.0,0.0,0.0,3.27,8.05,3.01,3.11,2.61,0.0,0.0
2377,REEDHU01,1963,Hub,Reed,LAL,N,46,8.39,1.65,0.0,0.0,2.33,0.5,0.0,0.0,0.0,1.59,1.98,0.72,0.33,0.22,0.0,0.0
2378,ROBEROS01,1963,Oscar,Robertson,CIN,N,79,45.05,31.39,0.0,0.0,9.91,10.99,0.0,0.0,0.0,3.54,22.03,10.63,11.87,10.13,0.0,0.0
2379,RODGEGU01,1963,Guy,Rodgers,SFW,N,79,34.11,11.04,0.0,0.0,4.15,7.04,0.0,0.0,0.0,3.1,11.68,4.27,3.54,2.51,0.0,0.0
2380,ROHLOKE01,1963,Ken,Rohloff,STL,N,2,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0
2381,RUDOMJO01,1963,John,Rudometkin,NYK,N,52,13.38,7.6,0.0,0.0,3.15,0.5,0.0,0.0,0.0,1.65,6.27,2.96,2.23,1.67,0.0,0.0
2382,RUSSEBI01,1963,Bill,Russell,BOS,N,78,44.64,14.97,0.0,0.0,24.74,4.74,0.0,0.0,0.0,2.44,13.81,5.97,5.5,3.03,0.0,0.0
2383,SANDETH01,1963,Thomas,Sanders,BOS,N,80,29.62,11.39,0.0,0.0,8.34,1.27,0.0,0.0,0.0,3.46,10.45,4.36,3.5,2.66,0.0,0.0
2384,SCHAYDO01,1963,Dolph,Schayes,PHI,N,24,14.58,5.58,0.0,0.0,4.58,2.0,0.0,0.0,0.0,3.17,5.96,1.83,2.38,1.92,0.0,0.0
2385,SCOTTRA01,1963,Ray,Scott,DET,N,80,37.05,17.58,0.0,0.0,13.48,3.05,0.0,0.0,0.0,3.7,16.34,6.74,5.7,4.1,0.0,0.0
2386,SEARSKE01,1963,Ken,Sears,SFW,N,51,10.18,3.33,0.0,0.0,1.84,0.82,0.0,0.0,0.0,1.39,2.35,1.04,1.55,1.25,0.0,0.0
2387,SELVYFR01,1963,Frank,Selvy,LAL,N,73,17.62,5.45,0.0,0.0,1.9,2.04,0.0,0.0,0.0,1.58,5.79,2.19,1.67,1.07,0.0,0.0
2388,SHAFFLE01,1963,Lee,Shaffer,PHI,N,41,24.71,13.07,0.0,0.0,5.0,0.88,0.0,0.0,0.0,2.83,14.32,5.29,3.24,2.49,0.0,0.0
2389,SHUEGE01,1963,Gene,Shue,BAL,N,47,20.49,4.21,0.0,0.0,2.0,3.19,0.0,0.0,0.0,2.09,5.87,1.72,1.3,0.77,0.0,0.0
2390,SIEGFLA01,1963,Larry,Siegfried,BOS,N,31,8.42,3.26,0.0,0.0,1.65,1.29,0.0,0.0,0.0,1.06,3.55,1.13,1.26,1.0,0.0,0.0
2391,SMITHAD01,1963,Adrian,Smith,CIN,N,66,23.09,9.42,0.0,0.0,2.23,2.2,0.0,0.0,0.0,2.48,8.73,3.55,2.98,2.33,0.0,0.0
2392,STAVELA01,1963,Larry,Staverman,CIN,N,60,11.23,4.42,0.0,0.0,2.93,0.53,0.0,0.0,0.0,1.97,3.53,1.63,1.5,1.15,0.0,0.0
2393,STRICRO02,1963,Roger,Strickland,BAL,N,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2394,THACKTO01,1963,Tom,Thacker,CIN,N,48,9.52,2.75,0.0,0.0,2.4,1.06,0.0,0.0,0.0,1.06,3.77,1.1,1.1,0.54,0.0,0.0
2395,THORNRO01,1963,Rod,Thorn,BAL,N,75,34.59,14.4,0.0,0.0,4.8,3.75,0.0,0.0,0.0,2.49,13.53,5.48,4.71,3.44,0.0,0.0
2396,THURMNA01,1963,Nate,Thurmond,SFW,N,76,25.87,7.01,0.0,0.0,10.39,1.13,0.0,0.0,0.0,2.42,7.29,2.88,2.28,1.25,0.0,0.0
2397,TORMOGE01,1963,Gene,Tormohlen,STL,N,51,12.55,4.12,0.0,0.0,4.24,0.98,0.0,0.0,0.0,2.51,4.9,1.84,0.9,0.43,0.0,0.0
2398,TWYMAJA01,1963,Jack,Twyman,CIN,N,68,29.35,15.93,0.0,0.0,5.35,2.01,0.0,0.0,0.0,3.93,14.6,6.57,3.35,2.78,0.0,0.0
2399,VAUGHCH01,1963,Charles,Vaughn,STL,N,68,19.71,8.57,0.0,0.0,1.85,1.9,0.0,0.0,0.0,2.44,7.91,3.5,2.18,1.57,0.0,0.0
2400,WALKECH01,1963,Chet,Walker,PHI,N,76,36.51,17.29,0.0,0.0,10.32,1.63,0.0,0.0,0.0,3.05,14.71,6.47,6.11,4.34,0.0,0.0
2401,WARDGE01,1963,Gerry,Ward,STL,N,24,5.79,1.79,0.0,0.0,0.88,0.88,0.0,0.0,0.0,1.08,2.21,0.67,0.71,0.46,0.0,0.0
2402,WARLEBE01,1963,Ben,Warley,PHI,N,79,22.03,8.23,0.0,0.0,7.84,0.9,0.0,0.0,0.0,3.47,6.25,2.72,3.86,2.78,0.0,0.0
2403,WESTJE01,1963,Jerry,West,LAL,N,72,40.36,28.67,0.0,0.0,6.15,5.6,0.0,0.0,0.0,2.78,21.24,10.28,9.75,8.11,0.0,0.0
2404,WHITEHU01,1963,Hubie,White,PHI,N,23,8.52,3.43,0.0,0.0,1.83,0.52,0.0,0.0,0.0,1.22,4.57,1.35,1.22,0.74,0.0,0.0
2405,WILEYGE01,1963,Gene,Wiley,LAL,N,78,19.36,4.32,0.0,0.0,6.54,0.56,0.0,0.0,0.0,2.88,3.5,1.87,0.96,0.58,0.0,0.0
2406,WILKELE01,1963,Lenny,Wilkens,STL,N,78,32.38,12.03,0.0,0.0,4.29,4.6,0.0,0.0,0.0,3.68,10.36,4.28,4.68,3.46,0.0,0.0
2407,WINDSJO01,1963,John,Windsor,SFW,N,11,6.18,2.45,0.0,0.0,2.36,0.18,0.0,0.0,0.0,1.18,2.45,0.91,0.73,0.64,0.0,0.0
2408,ARNETJA01,1964,Jay,Arnette,CIN,N,63,10.51,3.78,0.0,0.0,0.98,1.08,0.0,0.0,0.0,1.98,3.89,1.44,1.19,0.89,0.0,0.0
2409,ATTLEAL01,1964,Alvin,Attles,SFW,N,73,23.74,9.3,0.0,0.0,3.27,2.81,0.0,0.0,0.0,3.32,9.07,3.48,3.75,2.34,0.0,0.0
2410,BARNEDI01,1964,Dick,Barnett,LAL,N,74,27.38,13.78,0.0,0.0,2.7,2.15,0.0,0.0,0.0,2.82,12.27,5.07,4.57,3.65,0.0,0.0
2411,BARNEJI01,1964,Jim,Barnes,NYK,N,75,34.48,15.45,0.0,0.0,9.72,1.24,0.0,0.0,0.0,4.16,14.27,6.05,5.05,3.35,0.0,0.0
2412,BARNHJO01,1964,John,Barnhill,STL,N,41,18.95,7.0,0.0,0.0,2.22,1.85,0.0,0.0,0.0,1.37,7.61,2.95,1.71,1.1,0.0,0.0
2413,BAYLOEL01,1964,Elgin,Baylor,LAL,N,74,41.3,27.15,0.0,0.0,12.84,3.78,0.0,0.0,0.0,3.18,25.72,10.31,8.24,6.53,0.0,0.0
2414,BEATYZE01,1964,Zelmo,Beaty,STL,N,80,36.45,16.89,0.0,0.0,12.08,1.39,0.0,0.0,0.0,4.1,13.09,6.31,5.96,4.26,0.0,0.0
2415,BELLAWA01,1964,Walt,Bellamy,BAL,N,80,41.26,24.76,0.0,0.0,14.58,2.39,0.0,0.0,0.0,3.25,18.01,9.16,9.4,6.44,0.0,0.0
2416,BIANCAL01,1964,Al,Bianchi,PHI,N,60,18.6,6.73,0.0,0.0,1.58,2.33,0.0,0.0,0.0,2.97,8.1,2.92,1.27,0.9,0.0,0.0
2417,BOCKHAR01,1964,Arlen,Bockhorn,CIN,N,19,22.32,7.79,0.0,0.0,2.89,2.37,0.0,0.0,0.0,2.74,8.26,3.16,2.05,1.47,0.0,0.0
2418,BONHARO01,1964,Ron,Bonham,BOS,N,37,9.97,7.41,0.0,0.0,2.11,0.51,0.0,0.0,0.0,0.89,5.95,2.46,3.03,2.49,0.0,0.0
2419,BOOZEBO01,1964,Bob,Boozer,NYK,N,80,26.74,14.2,0.0,0.0,7.55,1.35,0.0,0.0,0.0,2.29,12.04,5.3,4.69,3.6,0.0,0.0
2420,BRADDGA01,1964,Gary,Bradds,BAL,N,41,8.17,3.34,0.0,0.0,2.05,0.46,0.0,0.0,0.0,0.88,2.71,1.12,1.54,1.1,0.0,0.0
