,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm,count,gp_cumsum,avg_gp,minutes_cumsum,avg_minutes,pts_cumsum,avg_pts,oreb_cumsum,avg_oreb,dreb_cumsum,avg_dreb,reb_cumsum,avg_reb,asts_cumsum,avg_asts,stl_cumsum,avg_stl,blk_cumsum,avg_blk,turnover_cumsum,avg_turnover,pf_cumsum,avg_pf,fga_cumsum,avg_fga,fgm_cumsum,avg_fgm,fta_cumsum,avg_fta,ftm_cumsum,avg_ftm,tpa_cumsum,avg_tpa,tpm_cumsum,avg_tpm
16570,CLARKKE01,2000,Keon,Clark,TOR,N,46,21.04,8.98,1.7,3.7,5.39,0.83,0.35,2.39,0.91,3.11,6.96,3.63,2.93,1.72,0.02,0.0,4,236,59.0,79.72,19.93,28.770000000000003,7.192500000000001,6.67,1.6675,13.750000000000002,3.4375000000000004,20.41,5.1025,2.96,0.74,1.67,0.4175,6.8100000000000005,1.7025000000000001,4.3100000000000005,1.0775000000000001,10.83,2.7075,22.75,5.6875,11.52,2.88,9.38,2.345,5.71,1.4275,0.17,0.0425,0.01,0.0025
16569,CLARKKE01,2000,Keon,Clark,DEN,N,35,21.49,6.49,1.66,3.66,5.31,0.97,0.46,1.26,1.37,2.89,5.69,2.34,3.0,1.8,0.0,0.0,5,271,54.2,101.21,20.241999999999997,35.260000000000005,7.052000000000001,8.33,1.666,17.41,3.482,25.72,5.144,3.9299999999999997,0.7859999999999999,2.13,0.426,8.07,1.614,5.68,1.136,13.72,2.744,28.439999999999998,5.688,13.86,2.772,12.38,2.476,7.51,1.502,0.17,0.034,0.01,0.002
16568,CHRISDO01,2000,Doug,Christie,SAC,N,81,36.28,12.3,1.17,3.21,4.38,3.57,2.26,0.56,1.9,2.77,9.73,3.84,3.85,3.46,3.09,1.16,8,473,59.125,232.81,29.10125,92.54,11.5675,7.25,0.90625,23.71,2.96375,30.96,3.87,25.32,3.165,14.44,1.805,3.93,0.49125,16.58,2.0725,20.3,2.5375,76.2,9.525,31.74,3.9675,24.57,3.07125,20.06,2.5075,24.23,3.02875,8.98,1.1225
16567,CHILDCH01,2000,Chris,Childs,TOT,N,77,24.14,4.7,0.31,2.31,2.62,4.61,0.77,0.19,2.03,3.14,4.35,1.75,0.92,0.78,1.38,0.42,6,407,67.83333333333333,161.07,26.845,45.3,7.55,2.35,0.39166666666666666,13.59,2.265,15.92,2.6533333333333333,29.73,4.955,5.64,0.94,0.6000000000000001,0.10000000000000002,12.51,2.085,18.83,3.138333333333333,37.97,6.328333333333333,15.780000000000001,2.6300000000000003,11.41,1.9016666666666666,9.36,1.5599999999999998,12.18,2.03,4.39,0.7316666666666666
16566,CHILDCH01,2000,Chris,Childs,TOR,N,26,21.15,4.5,0.38,2.08,2.46,4.58,0.85,0.31,2.23,3.15,4.35,1.62,0.96,0.81,1.62,0.46,7,433,61.857142857142854,182.22,26.03142857142857,49.8,7.114285714285714,2.73,0.39,15.67,2.2385714285714284,18.38,2.6257142857142854,34.31,4.901428571428572,6.49,0.9271428571428572,0.91,0.13,14.74,2.105714285714286,21.98,3.14,42.32,6.045714285714285,17.4,2.4857142857142853,12.370000000000001,1.7671428571428573,10.17,1.4528571428571428,13.799999999999999,1.9714285714285713,4.85,0.6928571428571428
16565,CHILDCH01,2000,Chris,Childs,NYK,N,51,25.67,4.8,0.27,2.43,2.71,4.63,0.73,0.14,1.92,3.14,4.35,1.82,0.9,0.76,1.25,0.39,8,484,60.5,207.89000000000001,25.986250000000002,54.6,6.825,3.0,0.375,18.1,2.2625,21.09,2.63625,38.94,4.8675,7.22,0.9025,1.05,0.13125,16.66,2.0825,25.12,3.14,46.67,5.83375,19.22,2.4025,13.27,1.65875,10.93,1.36625,15.049999999999999,1.8812499999999999,5.24,0.655
16564,CHEANCA01,2000,Calbert,Cheaney,DEN,N,9,17.0,2.33,0.56,1.67,2.22,1.0,0.44,0.22,0.56,1.56,3.33,1.11,0.22,0.11,0.0,0.0,6,357,59.5,160.23000000000002,26.705000000000002,52.480000000000004,8.746666666666668,4.41,0.735,13.47,2.245,17.85,2.975,9.4,1.5666666666666667,4.9799999999999995,0.83,1.6800000000000002,0.28,6.39,1.065,15.85,2.6416666666666666,49.83,8.305,22.56,3.76,9.28,1.5466666666666666,5.96,0.9933333333333333,4.78,0.7966666666666667,1.4,0.2333333333333333
16563,CEBALCE01,2000,Cedric,Ceballos,TOT,N,40,13.98,6.52,0.85,1.8,2.65,0.5,0.4,0.18,0.8,1.52,5.72,2.52,1.08,0.92,1.82,0.55,10,394,39.4,264.65,26.464999999999996,135.38,13.538,18.52,1.8519999999999999,39.04,3.904,57.54,5.754,12.94,1.294,7.16,0.716,4.04,0.404,17.73,1.7730000000000001,20.39,2.039,111.14,11.114,51.79,5.179,33.92,3.3920000000000003,26.099999999999998,2.61,19.45,1.9449999999999998,5.71,0.571
16562,CEBALCE01,2000,Cedric,Ceballos,MIA,N,27,14.56,6.89,1.0,1.96,2.96,0.48,0.37,0.15,0.85,1.56,5.85,2.7,1.22,1.07,1.22,0.41,11,421,38.27272727272727,279.21,25.38272727272727,142.27,12.933636363636365,19.52,1.7745454545454544,41.0,3.727272727272727,60.5,5.5,13.42,1.22,7.53,0.6845454545454546,4.19,0.3809090909090909,18.580000000000002,1.6890909090909092,21.95,1.9954545454545454,116.99,10.635454545454545,54.49,4.953636363636364,35.14,3.194545454545455,27.169999999999998,2.4699999999999998,20.67,1.8790909090909091,6.12,0.5563636363636364
16561,CEBALCE01,2000,Cedric,Ceballos,DET,N,13,12.77,5.77,0.54,1.46,2.0,0.54,0.46,0.23,0.69,1.46,5.46,2.15,0.77,0.62,3.08,0.85,12,434,36.166666666666664,291.98,24.331666666666667,148.04,12.336666666666666,20.06,1.6716666666666666,42.46,3.5383333333333336,62.5,5.208333333333333,13.96,1.1633333333333333,7.99,0.6658333333333334,4.42,0.36833333333333335,19.27,1.6058333333333332,23.41,1.9508333333333334,122.45,10.204166666666667,56.64,4.72,35.910000000000004,2.9925,27.79,2.3158333333333334,23.75,1.9791666666666667,6.97,0.5808333333333333
16560,CAUSWDU01,2000,Duane,Causwell,MIA,N,31,12.39,2.45,0.74,1.94,2.68,0.16,0.26,0.58,0.74,2.16,2.74,1.03,0.81,0.39,0.0,0.0,6,231,38.5,63.74,10.623333333333333,15.81,2.6350000000000002,5.12,0.8533333333333334,10.120000000000001,1.6866666666666668,15.24,2.54,1.19,0.19833333333333333,1.23,0.205,4.43,0.7383333333333333,4.05,0.6749999999999999,12.71,2.1183333333333336,13.47,2.245,6.15,1.0250000000000001,5.78,0.9633333333333334,3.44,0.5733333333333334,0.08,0.013333333333333334,0.04,0.006666666666666667
16559,CATOKE01,2000,Kelvin,Cato,HOU,N,35,17.83,4.71,1.34,2.69,4.03,0.31,0.37,0.89,0.71,2.54,3.17,1.83,1.63,1.06,0.0,0.0,4,217,54.25,68.46,17.115,20.75,5.1875,5.28,1.32,11.64,2.91,16.91,4.2275,1.46,0.365,1.8,0.45,5.37,1.3425,3.02,0.755,9.780000000000001,2.4450000000000003,15.44,3.86,7.82,1.955,8.08,2.02,5.09,1.2725,0.12,0.03,0.02,0.005
16558,CASSESA01,2000,Sam,Cassell,MIL,N,76,35.64,18.17,0.61,3.21,3.82,7.63,1.16,0.11,2.89,2.82,14.89,7.07,4.25,3.64,1.29,0.39,11,431,39.18181818181818,319.64,29.05818181818182,180.8,16.436363636363637,8.25,0.75,22.98,2.0890909090909093,31.23,2.8390909090909093,62.269999999999996,5.66090909090909,13.25,1.2045454545454546,1.81,0.16454545454545455,30.8,2.8000000000000003,33.45,3.040909090909091,140.89,12.808181818181817,61.68,5.607272727272727,56.14,5.1036363636363635,49.44,4.494545454545454,25.55,2.3227272727272728,8.03,0.73
16557,CARTEVI01,2000,Vince,Carter,TOR,N,75,39.72,27.6,2.35,3.2,5.55,3.88,1.52,1.09,2.23,2.73,22.08,10.16,6.69,5.12,5.29,2.16,3,207,69.0,113.03999999999999,37.68,71.56,23.853333333333335,6.0600000000000005,2.02,10.96,3.6533333333333338,17.009999999999998,5.669999999999999,10.79,3.5966666666666662,3.96,1.32,3.75,1.25,6.6,2.1999999999999997,8.74,2.9133333333333336,58.08,19.36,26.67,8.89,18.77,6.256666666666667,14.52,4.84,9.49,3.1633333333333336,3.7,1.2333333333333334
16556,CARTEAN01,2000,Anthony,Carter,MIA,N,72,22.64,6.4,0.64,1.86,2.5,3.72,1.01,0.14,1.65,2.14,6.67,2.71,1.43,0.9,0.56,0.08,2,151,75.5,46.17,23.085,12.7,6.35,1.25,0.625,3.77,1.885,5.02,2.51,8.5,4.25,2.19,1.095,0.2,0.1,3.84,1.92,4.25,2.125,13.11,6.555,5.25,2.625,3.0,1.5,2.08,1.04,0.8500000000000001,0.42500000000000004,0.12,0.06
16555,CARRCH01,2000,Chris,Carr,BOS,N,35,8.83,4.83,0.31,0.94,1.26,0.31,0.11,0.09,0.54,1.29,3.2,1.51,1.71,1.31,1.06,0.49,10,393,39.3,141.23,14.123,63.54,6.354,5.72,0.572,15.43,1.543,21.17,2.117,8.89,0.889,2.73,0.273,1.4300000000000002,0.14300000000000002,10.17,1.017,15.76,1.576,57.29,5.729,22.88,2.288,15.68,1.568,12.55,1.2550000000000001,15.719999999999999,1.5719999999999998,5.21,0.521
16554,CARDIBR01,2000,Brian,Cardinal,DET,N,15,8.4,2.07,0.53,1.0,1.53,0.2,0.47,0.13,0.6,1.8,2.07,0.67,1.2,0.73,0.33,0.0,1,15,15.0,8.4,8.4,2.07,2.07,0.53,0.53,1.0,1.0,1.53,1.53,0.2,0.2,0.47,0.47,0.13,0.13,0.6,0.6,1.8,1.8,2.07,2.07,0.67,0.67,1.2,1.2,0.73,0.73,0.33,0.33,0.0,0.0
16553,CAMPBEL01,2000,Elden,Campbell,CHA,N,78,29.96,13.1,2.01,5.78,7.79,1.33,0.77,1.79,1.85,3.59,10.69,4.71,5.21,3.69,0.08,0.0,8,494,61.75,234.45,29.30625,99.96000000000001,12.495000000000001,17.12,2.14,42.59,5.32375,59.72,7.465,11.58,1.4475,5.640000000000001,0.7050000000000001,13.29,1.66125,12.99,1.62375,26.48,3.31,78.89,9.86125,36.89,4.61125,38.699999999999996,4.8374999999999995,26.19,3.27375,0.34,0.0425,0.02,0.0025
16552,CAMBYMA01,2000,Marcus,Camby,NYK,N,63,33.76,12.05,3.11,8.37,11.48,0.83,1.05,2.16,1.0,3.25,9.21,4.83,3.57,2.38,0.13,0.02,5,294,58.8,142.43,28.486,56.370000000000005,11.274000000000001,13.58,2.716,24.85,4.970000000000001,38.44,7.688,5.22,1.044,4.54,0.908,11.45,2.29,7.33,1.466,16.13,3.226,47.07,9.414,22.46,4.492,17.62,3.524,11.399999999999999,2.28,0.41000000000000003,0.082,0.07,0.014000000000000002
16551,CAFFEJA01,2000,Jason,Caffey,MIL,N,70,20.86,7.14,1.93,3.11,5.04,0.76,0.54,0.36,1.1,2.63,5.24,2.56,3.01,2.03,0.0,0.0,8,468,58.5,160.89000000000001,20.111250000000002,61.85,7.73125,15.93,1.99125,21.3,2.6625,37.24,4.655,6.33,0.79125,3.61,0.45125,1.82,0.2275,11.98,1.4975,20.369999999999997,2.5462499999999997,49.56,6.195,23.72,2.965,22.53,2.81625,14.39,1.79875,0.16,0.02,0.0,0.0
16550,BURRESC01,2000,Scott,Burrell,CHA,N,4,10.25,4.25,0.25,0.5,0.75,0.25,0.75,0.0,0.0,2.0,3.75,1.75,1.0,0.25,1.5,0.5,8,324,40.5,148.15,18.51875,50.79,6.34875,7.01,0.87625,16.61,2.07625,23.62,2.9525,9.69,1.21125,6.53,0.81625,3.06,0.3825,6.79,0.84875,18.66,2.3325,45.160000000000004,5.6450000000000005,18.07,2.25875,10.6,1.325,7.55,0.94375,19.69,2.46125,7.140000000000001,0.8925000000000001
16579,COLSOSE01,2000,Sean,Colson,TOT,N,13,3.38,1.15,0.15,0.31,0.46,0.77,0.08,0.0,0.15,0.46,1.85,0.46,0.31,0.15,0.38,0.08,3,26,8.666666666666666,11.05,3.6833333333333336,2.65,0.8833333333333333,0.35,0.11666666666666665,1.4100000000000001,0.47000000000000003,1.76,0.5866666666666667,2.4699999999999998,0.8233333333333333,0.18,0.06,0.0,0.0,0.8200000000000001,0.2733333333333334,1.06,0.35333333333333333,5.42,1.8066666666666666,1.06,0.35333333333333333,0.71,0.23666666666666666,0.35,0.11666666666666665,1.11,0.37000000000000005,0.18,0.06
16580,CORBITY01,2000,Tyrone,Corbin,TOR,N,15,7.8,1.33,0.2,0.67,0.87,0.27,0.13,0.0,0.2,1.2,2.53,0.6,0.27,0.13,0.33,0.0,8,407,50.875,168.15,21.01875,49.37,6.17125,7.25,0.90625,18.58,2.3225,25.84,3.23,9.719999999999999,1.2149999999999999,6.66,0.8325,1.2,0.15,6.68,0.835,15.95,1.99375,46.67,5.83375,19.080000000000002,2.3850000000000002,10.66,1.3325,8.39,1.04875,9.18,1.1475,2.83,0.35375
16581,CRAWFCH01,2000,Chris,Crawford,ATL,N,47,19.17,6.77,0.6,1.74,2.34,0.79,0.45,0.34,1.32,2.49,5.74,2.6,1.77,1.45,0.47,0.13,4,184,46.0,56.39,14.0975,21.96,5.49,2.91,0.7275,4.390000000000001,1.0975000000000001,7.3,1.825,2.1799999999999997,0.5449999999999999,1.3,0.325,1.12,0.28,3.58,0.895,7.2,1.8,18.72,4.68,8.02,2.005,6.609999999999999,1.6524999999999999,5.38,1.345,1.83,0.4575,0.54,0.135
16582,CRAWFJA01,2000,Jamal,Crawford,CHI,N,61,17.21,4.62,0.15,1.31,1.46,2.31,0.7,0.23,1.39,1.11,4.98,1.75,0.56,0.44,1.92,0.67,1,61,61.0,17.21,17.21,4.62,4.62,0.15,0.15,1.31,1.31,1.46,1.46,2.31,2.31,0.7,0.7,0.23,0.23,1.39,1.39,1.11,1.11,4.98,4.98,1.75,1.75,0.56,0.56,0.44,0.44,1.92,1.92,0.67,0.67
16612,DICKEMI01,2000,Michael,Dickerson,VAN,N,70,37.4,16.31,1.0,2.27,3.27,3.33,0.89,0.39,2.31,2.96,14.57,6.07,3.86,2.94,3.29,1.23,3,202,67.33333333333333,106.4,35.46666666666667,45.489999999999995,15.163333333333332,2.4699999999999998,0.8233333333333333,5.859999999999999,1.9533333333333331,8.33,2.776666666666667,7.77,2.59,2.84,0.9466666666666667,1.1600000000000001,0.3866666666666667,5.640000000000001,1.8800000000000001,7.52,2.5066666666666664,39.3,13.1,17.13,5.71,9.25,3.0833333333333335,7.14,2.38,10.12,3.373333333333333,4.1,1.3666666666666665
16611,DIALDE01,2000,Derrick,Dial,SAS,N,33,6.27,2.61,0.36,0.79,1.15,0.64,0.12,0.18,0.36,0.67,2.52,1.09,0.64,0.36,0.3,0.06,2,41,20.5,18.15,9.075,7.609999999999999,3.8049999999999997,2.11,1.055,2.29,1.145,4.4,2.2,1.26,0.63,0.24,0.12,0.3,0.15,1.1099999999999999,0.5549999999999999,1.92,0.96,8.27,4.135,3.21,1.605,1.26,0.63,0.74,0.37,1.8,0.9,0.44,0.22
16610,DELNEVI01,2000,Delnegro,Vinny,TOT,N,65,14.18,3.91,0.18,1.08,1.26,1.94,0.4,0.05,0.52,1.2,3.6,1.63,0.68,0.63,0.2,0.02,6,388,64.66666666666667,151.76999999999998,25.294999999999998,51.3,8.549999999999999,1.8199999999999998,0.3033333333333333,12.2,2.033333333333333,14.03,2.3383333333333334,18.39,3.065,4.21,0.7016666666666667,0.39,0.065,5.87,0.9783333333333334,9.629999999999999,1.6049999999999998,45.519999999999996,7.586666666666666,21.1,3.516666666666667,8.42,1.4033333333333333,7.08,1.18,5.67,0.945,2.03,0.3383333333333333
16609,DELNEVI01,2000,Delnegro,Vinny,PHO,N,36,14.61,4.92,0.22,1.19,1.42,1.78,0.56,0.08,0.53,1.17,4.0,2.11,0.78,0.69,0.11,0.0,7,424,60.57142857142857,166.38,23.768571428571427,56.22,8.031428571428572,2.04,0.2914285714285714,13.39,1.912857142857143,15.45,2.207142857142857,20.17,2.8814285714285717,4.77,0.6814285714285714,0.47000000000000003,0.06714285714285714,6.4,0.9142857142857144,10.799999999999999,1.5428571428571427,49.519999999999996,7.074285714285714,23.21,3.315714285714286,9.2,1.3142857142857143,7.77,1.1099999999999999,5.78,0.8257142857142857,2.03,0.29
16608,DELNEVI01,2000,Delnegro,Vinny,GSW,N,29,13.66,2.66,0.14,0.93,1.07,2.14,0.21,0.0,0.52,1.24,3.1,1.03,0.55,0.55,0.31,0.03,8,453,56.625,180.04,22.505,58.88,7.36,2.18,0.2725,14.32,1.79,16.52,2.065,22.310000000000002,2.7887500000000003,4.98,0.6225,0.47000000000000003,0.058750000000000004,6.92,0.865,12.04,1.505,52.62,6.5775,24.24,3.03,9.75,1.21875,8.32,1.04,6.09,0.76125,2.06,0.2575
16607,DELKTO01,2000,Tony,Delk,PHO,N,82,27.9,12.26,0.93,2.26,3.18,1.95,0.91,0.21,1.23,2.09,11.26,4.67,2.87,2.26,2.05,0.66,7,379,54.142857142857146,129.86,18.551428571428573,54.22,7.7457142857142856,3.5300000000000002,0.5042857142857143,9.879999999999999,1.4114285714285713,13.41,1.9157142857142857,12.92,1.8457142857142856,4.64,0.6628571428571428,0.91,0.13,8.46,1.2085714285714286,10.93,1.5614285714285714,50.980000000000004,7.282857142857144,21.07,3.0100000000000002,11.6,1.657142857142857,8.51,1.2157142857142857,11.07,1.5814285714285714,3.58,0.5114285714285715
16606,DECLEAN01,2000,Andrew,Declercq,ORL,N,67,13.48,3.9,1.36,2.16,3.52,0.48,0.61,0.49,0.76,2.96,2.88,1.6,1.22,0.7,0.0,0.0,8,417,52.125,146.3,18.2875,46.13,5.76625,14.74,1.8425,20.68,2.585,35.43,4.42875,4.79,0.59875,6.32,0.79,4.37,0.54625,8.06,1.0075,24.72,3.09,35.18,4.3975,17.79,2.22375,16.689999999999998,2.0862499999999997,10.559999999999999,1.3199999999999998,0.060000000000000005,0.007500000000000001,0.0,0.0
16605,DAYTO01,2000,Todd,Day,MIN,N,31,11.13,4.26,0.32,0.87,1.19,0.9,0.32,0.23,0.77,1.68,3.81,1.42,0.74,0.58,2.23,0.84,7,333,47.57142857142857,136.55,19.50714285714286,64.36,9.194285714285714,5.76,0.8228571428571428,11.36,1.6228571428571428,17.12,2.4457142857142857,8.27,1.1814285714285713,6.42,0.9171428571428571,2.91,0.41571428571428576,7.9399999999999995,1.1342857142857141,17.46,2.494285714285714,57.75,8.25,21.19,3.027142857142857,19.05,2.7214285714285715,14.84,2.12,22.61,3.23,7.13,1.0185714285714285
16604,DAVISTE01,2000,Terry,Davis,DEN,N,19,12.0,1.74,1.26,1.53,2.79,0.37,0.05,0.05,0.26,1.79,1.32,0.63,1.16,0.47,0.0,0.0,4,158,39.5,68.55,17.1375,14.4,3.6,6.97,1.7425,10.17,2.5425,17.15,4.2875,1.8,0.45,1.26,0.315,0.5900000000000001,0.14750000000000002,2.34,0.585,8.9,2.225,11.13,2.7825,5.63,1.4075,5.48,1.37,3.12,0.78,0.01,0.0025,0.0,0.0
16603,DAVISRI01,2000,Ricky,Davis,MIA,N,7,10.0,4.57,0.14,0.86,1.0,1.57,0.71,0.29,0.71,1.0,4.14,1.71,1.14,1.0,0.14,0.14,3,101,33.666666666666664,33.99,11.33,13.84,4.613333333333333,1.6099999999999999,0.5366666666666666,2.94,0.98,4.5600000000000005,1.5200000000000002,4.12,1.3733333333333333,1.98,0.66,0.61,0.20333333333333334,2.84,0.9466666666666667,2.81,0.9366666666666666,12.389999999999999,4.13,5.43,1.8099999999999998,3.48,1.16,2.79,0.93,0.48000000000000004,0.16,0.18000000000000002,0.060000000000000005
16602,DAVISHU01,2000,Hubert,Davis,TOT,N,66,25.64,7.94,0.42,1.68,2.11,1.67,0.53,0.02,1.23,1.83,6.56,2.97,0.94,0.82,2.59,1.18,6,386,64.33333333333333,146.74,24.456666666666667,51.24,8.540000000000001,1.9,0.31666666666666665,8.49,1.415,10.39,1.7316666666666667,9.5,1.5833333333333333,2.51,0.4183333333333333,0.35,0.05833333333333333,5.779999999999999,0.9633333333333333,8.9,1.4833333333333334,42.6,7.1000000000000005,19.3,3.216666666666667,6.72,1.1199999999999999,5.7299999999999995,0.955,15.969999999999999,2.6616666666666666,6.93,1.155
16601,DAVISHU01,2000,Hubert,Davis,DAL,N,51,24.73,7.27,0.35,1.78,2.14,1.2,0.57,0.02,1.1,1.8,6.16,2.73,0.8,0.69,2.61,1.14,7,437,62.42857142857143,171.47,24.495714285714286,58.510000000000005,8.358571428571429,2.25,0.32142857142857145,10.27,1.467142857142857,12.53,1.7899999999999998,10.7,1.5285714285714285,3.08,0.44,0.37,0.05285714285714286,6.88,0.9828571428571429,10.7,1.5285714285714285,48.76,6.965714285714285,22.03,3.1471428571428572,7.52,1.0742857142857143,6.42,0.9171428571428571,18.58,2.654285714285714,8.07,1.1528571428571428
16600,DAVISHU01,2000,Hubert,Davis,WAS,N,15,28.73,10.2,0.67,1.33,2.0,3.27,0.4,0.0,1.67,1.93,7.93,3.8,1.4,1.27,2.53,1.33,8,452,56.5,200.2,25.025,68.71000000000001,8.588750000000001,2.92,0.365,11.6,1.45,14.53,1.81625,13.969999999999999,1.7462499999999999,3.48,0.435,0.37,0.04625,8.55,1.06875,12.63,1.57875,56.69,7.08625,25.830000000000002,3.2287500000000002,8.92,1.115,7.6899999999999995,0.9612499999999999,21.11,2.63875,9.4,1.175
16599,DAVISEM01,2000,Emanual,Davis,SEA,N,62,20.81,5.82,0.45,2.03,2.48,2.21,1.03,0.19,1.24,1.63,5.13,2.15,0.89,0.73,2.05,0.81,4,174,43.5,64.78999999999999,16.197499999999998,18.93,4.7325,1.1,0.275,5.96,1.49,7.0600000000000005,1.7650000000000001,6.82,1.705,2.8,0.7,0.5,0.125,4.52,1.13,5.72,1.43,16.51,4.1275,6.88,1.72,3.03,0.7575,2.28,0.57,7.64,1.91,2.9,0.725
16549,BULLAMA01,2000,Matt,Bullard,HOU,N,61,16.39,5.8,0.36,1.77,2.13,0.69,0.16,0.15,0.2,1.25,5.0,2.11,0.23,0.16,3.49,1.41,6,342,57.0,86.95,14.491666666666667,30.72,5.12,1.75,0.2916666666666667,8.98,1.4966666666666668,10.74,1.79,4.48,0.7466666666666667,1.95,0.325,1.33,0.22166666666666668,2.8200000000000003,0.47000000000000003,7.050000000000001,1.175,27.18,4.53,11.29,1.8816666666666666,2.3200000000000003,0.3866666666666667,1.78,0.2966666666666667,15.760000000000002,2.626666666666667,6.35,1.0583333333333333
16598,DAVISDA01,2000,Dale,Davis,POR,N,81,26.69,7.16,2.88,4.6,7.48,1.27,0.54,0.94,0.83,2.46,6.01,2.99,1.88,1.19,0.05,0.0,6,441,73.5,176.69,29.448333333333334,53.879999999999995,8.979999999999999,19.42,3.236666666666667,32.81,5.468333333333334,52.22,8.703333333333333,5.18,0.8633333333333333,3.76,0.6266666666666666,6.87,1.145,6.74,1.1233333333333333,16.14,2.69,42.85,7.141666666666667,22.69,3.7816666666666667,15.69,2.6149999999999998,8.5,1.4166666666666667,0.05,0.008333333333333333,0.0,0.0
16596,DAVISAN01,2000,Antonio,Davis,TOR,N,78,34.99,13.71,3.51,6.58,10.09,1.36,0.28,1.94,1.73,2.95,11.1,4.81,5.42,4.09,0.01,0.0,6,452,75.33333333333333,173.02,28.83666666666667,63.480000000000004,10.58,15.8,2.6333333333333333,30.36,5.06,46.15,7.691666666666666,5.41,0.9016666666666667,2.67,0.445,6.77,1.1283333333333332,8.32,1.3866666666666667,18.15,3.025,47.35,7.891666666666667,21.86,3.643333333333333,27.509999999999998,4.585,19.759999999999998,3.293333333333333,0.24,0.04,0.02,0.0033333333333333335
16595,DAVIDKO01,2000,Kornel,David,TOT,N,27,7.74,2.3,0.56,1.37,1.93,0.26,0.22,0.15,0.41,1.04,1.89,0.93,0.48,0.44,0.0,0.0,5,141,28.2,62.8,12.559999999999999,22.34,4.468,4.29,0.858,7.78,1.556,12.06,2.412,2.38,0.476,2.38,0.476,0.8300000000000001,0.166,3.92,0.784,7.6,1.52,18.85,3.7700000000000005,8.29,1.658,7.12,1.424,5.7700000000000005,1.1540000000000001,0.83,0.16599999999999998,0.0,0.0
16594,DAVIDKO01,2000,Kornel,David,TOR,N,17,8.24,2.47,0.53,1.41,1.94,0.24,0.12,0.18,0.41,1.18,1.71,0.88,0.76,0.71,0.0,0.0,6,158,26.333333333333332,71.04,11.840000000000002,24.81,4.135,4.82,0.8033333333333333,9.19,1.5316666666666665,14.0,2.3333333333333335,2.62,0.4366666666666667,2.5,0.4166666666666667,1.01,0.16833333333333333,4.33,0.7216666666666667,8.78,1.4633333333333332,20.560000000000002,3.426666666666667,9.17,1.5283333333333333,7.88,1.3133333333333332,6.48,1.08,0.83,0.13833333333333334,0.0,0.0
16593,DAVIDKO01,2000,Kornel,David,DET,N,10,6.9,2.0,0.6,1.3,1.9,0.3,0.4,0.1,0.4,0.8,2.2,1.0,0.0,0.0,0.0,0.0,7,168,24.0,77.94,11.134285714285713,26.81,3.8299999999999996,5.42,0.7742857142857142,10.49,1.4985714285714287,15.9,2.2714285714285714,2.92,0.41714285714285715,2.9,0.41428571428571426,1.11,0.15857142857142859,4.7299999999999995,0.6757142857142856,9.58,1.3685714285714285,22.76,3.251428571428572,10.17,1.4528571428571428,7.88,1.1257142857142857,6.48,0.9257142857142858,0.83,0.11857142857142856,0.0,0.0
16592,DANIEAN01,2000,Antonio,Daniels,SAS,N,79,26.08,9.43,0.33,1.73,2.06,3.85,0.77,0.18,1.38,1.52,7.44,3.48,1.97,1.53,2.32,0.94,4,268,67.0,83.14,20.785,28.11,7.0275,1.15,0.2875,5.27,1.3175,6.4,1.6,13.219999999999999,3.3049999999999997,2.96,0.74,0.52,0.13,5.390000000000001,1.3475000000000001,4.609999999999999,1.1524999999999999,23.8,5.95,10.73,2.6825,7.14,1.785,5.140000000000001,1.2850000000000001,4.35,1.0875,1.52,0.38
16591,DAMPIER01,2000,Erick,Dampier,GSW,N,43,24.14,7.42,2.26,3.56,5.81,1.37,0.4,1.35,1.91,2.86,7.3,2.93,2.93,1.56,0.05,0.0,5,268,53.6,122.95,24.59,41.19,8.238,12.48,2.496,20.18,4.036,32.64,6.5280000000000005,5.1,1.02,2.04,0.40800000000000003,5.91,1.182,8.43,1.686,15.28,3.056,38.15,7.63,15.59,3.118,16.64,3.3280000000000003,10.0,2.0,0.08,0.016,0.01,0.002
16590,CURRYMI01,2000,Michael,Curry,DET,N,68,21.84,5.24,0.31,1.47,1.78,1.94,0.4,0.04,0.9,2.54,4.69,2.13,1.07,0.91,0.13,0.06,8,455,56.875,145.64,18.205,38.33,4.79125,3.15,0.39375,9.56,1.195,12.71,1.58875,8.18,1.0225,4.0200000000000005,0.5025000000000001,0.65,0.08125,5.1,0.6375,16.8,2.1,30.44,3.805,13.66,1.7075,11.74,1.4675,9.66,1.2075,4.54,0.5675,1.34,0.1675
16589,CURRYDE01,2000,Dell,Curry,TOR,N,71,13.46,6.04,0.23,0.97,1.2,1.06,0.38,0.11,0.55,0.93,5.38,2.28,0.72,0.61,2.04,0.87,6,382,63.666666666666664,128.51,21.418333333333333,62.46,10.41,2.7399999999999998,0.4566666666666666,10.24,1.7066666666666668,12.97,2.1616666666666666,8.75,1.4583333333333333,4.52,0.7533333333333333,0.9,0.15,6.220000000000001,1.0366666666666668,8.82,1.47,52.68,8.78,23.82,3.97,7.1899999999999995,1.1983333333333333,5.89,0.9816666666666666,21.19,3.5316666666666667,8.95,1.4916666666666665
